Course Section,Course Subject,Course Number,Section Number,Academic Level,Section Status,Section Title,Term,Number of Registered Students,Number of Waitlisted Students with Seat Offer,Number of Waitlisted Students,Number of Registered Students and Active Seat Offer Notifications,Section Capacity,Wait List Capacity,Instructional Format,Delivery Mode,Instructor
AANB_V 530-A_002,AANB_V,530,A_002,Graduate,Closed,Directed Studies,W2,0,0,0,0,0,0,Independent Study,In Person Learning,
AANB_V 530-B_002,AANB_V,530,B_002,Graduate,Closed,Directed Studies,W2,0,0,0,0,0,0,Independent Study,In Person Learning,
AANB_V 530-C_002,AANB_V,530,C_002,Graduate,Closed,Directed Studies,W2,0,0,0,0,0,0,Independent Study,In Person Learning,
AANB_V 549-A_002,AANB_V,549,A_002,Graduate,Open,Master's Thesis,W2,0,0,0,0,20,0,Thesis,In Person Learning,
AANB_V 549-B_002,AANB_V,549,B_002,Graduate,Open,Master's Thesis,W2,0,0,0,0,10,0,Thesis,In Person Learning,
AANB_V 649-002,AANB_V,649,002,Graduate,Open,Doctoral Dissertation,W2,1,0,0,1,20,0,Thesis,In Person Learning,
APBI_V 200-001,APBI_V,200,001,Undergraduate,Open,Introduction to Soil Science,W2,105,0,0,105,150,0,Lecture,In Person Learning,Sandra Brown
APBI_V 200-002,APBI_V,200,002,Undergraduate,Open,Introduction to Soil Science,W2,109,0,0,109,150,0,Lecture,In Person Learning,Maja Krzic
APBI_V 200-L01,APBI_V,200,L01,Undergraduate,Open,Introduction to Soil Science,W2,27,0,0,27,30,0,Laboratory,In Person Learning,
APBI_V 200-L02,APBI_V,200,L02,Undergraduate,Closed,Introduction to Soil Science,W2,30,0,0,30,30,0,Laboratory,In Person Learning,
APBI_V 200-L03,APBI_V,200,L03,Undergraduate,Open,Introduction to Soil Science,W2,22,0,0,22,30,0,Laboratory,In Person Learning,
APBI_V 200-L04,APBI_V,200,L04,Undergraduate,Closed,Introduction to Soil Science,W2,30,0,0,30,30,0,Laboratory,In Person Learning,
APBI_V 200-L05,APBI_V,200,L05,Undergraduate,Open,Introduction to Soil Science,W2,29,0,0,29,30,0,Laboratory,In Person Learning,
APBI_V 200-L06,APBI_V,200,L06,Undergraduate,Open,Introduction to Soil Science,W2,22,0,0,22,30,0,Laboratory,In Person Learning,
APBI_V 200-L07,APBI_V,200,L07,Undergraduate,Open,Introduction to Soil Science,W2,9,0,0,9,30,0,Laboratory,In Person Learning,
APBI_V 200-L08,APBI_V,200,L08,Undergraduate,Open,Introduction to Soil Science,W2,18,0,0,18,30,0,Laboratory,In Person Learning,
APBI_V 200-L09,APBI_V,200,L09,Undergraduate,Open,Introduction to Soil Science,W2,7,0,0,7,30,0,Laboratory,In Person Learning,
APBI_V 200-L10,APBI_V,200,L10,Undergraduate,Open,Introduction to Soil Science,W2,20,0,0,20,30,0,Laboratory,In Person Learning,
APBI_V 200-PR1,APBI_V,200,PR1,Undergraduate,Closed,Introduction to Soil Science,W2,0,0,0,0,0,0,Laboratory,In Person Learning,
APBI_V 200-PR2,APBI_V,200,PR2,Undergraduate,Closed,Introduction to Soil Science,W2,0,0,0,0,0,0,Laboratory,In Person Learning,
APBI_V 200-PR3,APBI_V,200,PR3,Undergraduate,Closed,Introduction to Soil Science,W2,0,0,0,0,0,0,Laboratory,In Person Learning,
APBI_V 200-PR4,APBI_V,200,PR4,Undergraduate,Closed,Introduction to Soil Science,W2,0,0,0,0,0,0,Laboratory,In Person Learning,
APBI_V 210-001,APBI_V,210,001,Undergraduate,Open,Vascular Plants,W2,13,0,0,13,20,0,Lecture,In Person Learning,"Sean Graham

Shona Margaret Ellis"
APBI_V 210-L01,APBI_V,210,L01,Undergraduate,Open,Vascular Plants,W2,4,0,0,4,5,0,Laboratory,In Person Learning,Shona Margaret Ellis
APBI_V 210-L02,APBI_V,210,L02,Undergraduate,Preliminary,Vascular Plants,W2,0,0,0,0,0,0,Laboratory,In Person Learning,
APBI_V 210-L03,APBI_V,210,L03,Undergraduate,Open,Vascular Plants,W2,4,0,0,4,10,0,Laboratory,In Person Learning,Shona Margaret Ellis
APBI_V 210-L05,APBI_V,210,L05,Undergraduate,Closed,Vascular Plants,W2,5,0,0,5,5,0,Laboratory,In Person Learning,Shona Margaret Ellis
APBI_V 210-L06,APBI_V,210,L06,Undergraduate,Open,Vascular Plants,W2,0,0,0,0,5,0,Laboratory,In Person Learning,Shona Margaret Ellis
APBI_V 210-L08,APBI_V,210,L08,Undergraduate,Open,Vascular Plants,W2,0,0,0,0,5,0,Laboratory,In Person Learning,Shona Margaret Ellis
APBI_V 214-002,APBI_V,214,002,Undergraduate,Closed,Animal Sheltering and Companion Animal Support Services,W2,50,0,14,50,50,14,Lecture,In Person Learning,Alexandra Protopopova
APBI_V 265-001,APBI_V,265,001,Undergraduate,Open,Sustainable Agriculture and Food Systems,W2,39,0,0,39,43,0,Lecture,In Person Learning,Delisa Lewis
APBI_V 290-201,APBI_V,290,201,Undergraduate,Open,Introductory Topics in Applied Biology,W2,31,0,0,31,33,0,Lecture,In Person Learning,Camila Cavalli
APBI_V 311-001,APBI_V,311,001,Undergraduate,Open,"Comparative Cardiovascular, Respiratory and Osmoregulatory Physiology",W2,24,0,0,24,50,0,Lecture,In Person Learning,Colin Brauner
APBI_V 314-003,APBI_V,314,003,Undergraduate,Waitlist,Animals and Society,W2,80,0,14,80,80,15,Lecture,In Person Learning,Amelia Macrae
APBI_V 315-001,APBI_V,315,001,Undergraduate,Waitlist,Animal Welfare and the Ethics of Animal Use,W2,70,0,16,70,70,20,Lecture,In Person Learning,
APBI_V 316-001,APBI_V,316,001,Undergraduate,Closed,"Equine Biology, Health and Welfare",W2,50,0,5,50,50,5,Lecture,In Person Learning,Amelia Macrae
APBI_V 317-002,APBI_V,317,002,Undergraduate,Preliminary,Welfare and Ethics of using Animals in Science,W2,0,0,0,0,50,0,Lecture,Online Learning,Catherine Schuppli
APBI_V 342-001,APBI_V,342,001,Undergraduate,Closed,Soil Biology,W2,14,0,0,14,14,0,Lecture,In Person Learning,Akshit Puri
APBI_V 342-L01,APBI_V,342,L01,Undergraduate,Closed,Soil Biology,W2,14,0,0,14,14,0,Laboratory,In Person Learning,Christopher Chanway
APBI_V 360-001,APBI_V,360,001,Undergraduate,Open,Agroecology II: Ecology of Agricultural Systems,W2,30,0,0,30,48,0,Lecture,In Person Learning,Risa Sargent
APBI_V 361-199,APBI_V,361,199,Undergraduate,Closed,Key Indicators of Agroecosystem Sustainability,W2,48,0,6,48,50,6,Lecture,Online Learning,Delisa Lewis
APBI_V 402-002,APBI_V,402,002,Undergraduate,Open,Sustainable Soil Management,W2,46,0,0,46,48,0,Lecture,In Person Learning,"Maja Krzic

Sandra Brown"
APBI_V 405-002,APBI_V,405,002,Undergraduate,Open,Plant-Water Relations for Sustainable Agriculture,W2,15,0,0,15,40,0,Lecture,In Person Learning,Thorsten Knipfer
APBI_V 412-001,APBI_V,412,001,Undergraduate,Preliminary,Belowground Ecosystems,W2,0,0,0,0,0,0,Lecture,In Person Learning,
APBI_V 415-001,APBI_V,415,001,Undergraduate,Preliminary,Applied Animal Behaviour,W2,0,0,0,0,35,10,Lecture,Hybrid Learning,
APBI_V 419-201,APBI_V,419,201,Undergraduate,Closed,Fish Health,W2,35,0,0,35,35,0,Lecture,Online Learning,Paige Adrienne Ackerman
APBI_V 423-001,APBI_V,423,001,Undergraduate,Open,Ecological Restoration,W2,33,0,0,33,40,0,Lecture,In Person Learning,Alex Moore
APBI_V 428-201,APBI_V,428,201,Undergraduate,Closed,Integrated Pest Management,W2,50,0,0,50,50,0,Lecture,Online Learning,Yasmin Akhtar
APBI_V 463-002,APBI_V,463,002,Undergraduate,Open,Insects in Agroecosystems,W2,11,0,0,11,30,0,Lecture,In Person Learning,Juli Carrillo
APBI_V 490-D_201,APBI_V,490,D_201,Undergraduate,Preliminary,Advanced Topics in Applied Biology,W2,0,0,0,0,0,0,Lecture,Hybrid Learning,
APBI_V 490-E_202,APBI_V,490,E_202,Undergraduate,Closed,Advanced Topics in Applied Biology,W2,36,0,15,36,36,15,Lecture,In Person Learning,Alex Boo
APBI_V 496-A_002,APBI_V,496,A_002,Undergraduate,Closed,Applied Animal Biology Practicum,W2,0,0,0,0,0,0,Experiential,In Person Learning,Sara Dubois
APBI_V 496-B_002,APBI_V,496,B_002,Undergraduate,Closed,Applied Animal Biology Practicum,W2,0,0,0,0,0,0,Experiential,In Person Learning,Sara Dubois
APBI_V 497-A_002,APBI_V,497,A_002,Undergraduate,Closed,Directed Studies,W2,0,0,0,0,0,0,Independent Study,In Person Learning,
APBI_V 497-B_002,APBI_V,497,B_002,Undergraduate,Closed,Directed Studies,W2,5,0,0,5,0,0,Independent Study,In Person Learning,
APBI_V 497-C_002,APBI_V,497,C_002,Undergraduate,Closed,Directed Studies,W2,0,0,0,0,0,0,Independent Study,In Person Learning,
APBI_V 497-D_002,APBI_V,497,D_002,Undergraduate,Closed,Directed Studies,W2,0,0,0,0,0,0,Independent Study,In Person Learning,
APBI_V 497-E_102,APBI_V,497,E_102,Undergraduate,Closed,Directed Studies,W2,0,0,0,0,0,0,Independent Study,In Person Learning,
APBI_V 498-102,APBI_V,498,102,Undergraduate,Closed,Undergraduate Essay,W2,0,0,0,0,0,0,Seminar,In Person Learning,
APBI_V 499-102,APBI_V,499,102,Undergraduate,Closed,Undergraduate Thesis,W2,0,0,0,0,0,0,Thesis,In Person Learning,
FNH_V 160-201,FNH_V,160,201,Undergraduate,Closed,Integrated Physiology for Human Nutrition I,W2,87,0,20,87,87,20,Lecture,In Person Learning,Elizabeth Novak
FNH_V 161-201,FNH_V,161,201,Undergraduate,Open,Integrated Physiology for Human Nutrition II,W2,121,0,2,121,125,30,Lecture,In Person Learning,Elizabeth Novak
FNH_V 200-103,FNH_V,200,103,Undergraduate,Open,Exploring Our Food,W2,123,0,14,123,150,50,Lecture,In Person Learning,Azita Madadi Noei
FNH_V 200-104,FNH_V,200,104,Undergraduate,Closed,Exploring Our Food,W2,148,2,50,150,150,50,Lecture,Online Learning,Danielle Schultze
FNH_V 250-002,FNH_V,250,002,Undergraduate,Open,Nutrition Concepts and Controversies,W2,121,0,23,121,125,30,Lecture,In Person Learning,Gail Hammond
FNH_V 303-001,FNH_V,303,001,Undergraduate,Open,Food Product Development,W2,52,0,20,52,64,20,Lecture,In Person Learning,Anubhav Pratap-Singh
FNH_V 309-001,FNH_V,309,001,Undergraduate,Open,Food Processing,W2,60,0,30,60,75,30,Lecture,In Person Learning,Anubhav Pratap-Singh
FNH_V 309-D01,FNH_V,309,D01,Undergraduate,Open,Food Processing,W2,60,0,0,60,75,0,Discussion,In Person Learning,Anubhav Pratap-Singh
FNH_V 326-001,FNH_V,326,001,Undergraduate,Closed,Food Science Laboratory II,W2,16,0,0,16,15,0,Laboratory,In Person Learning,Vasileios Kontogiorgos
FNH_V 326-002,FNH_V,326,002,Undergraduate,Closed,Food Science Laboratory II,W2,15,0,0,15,15,0,Laboratory,In Person Learning,Vasileios Kontogiorgos
FNH_V 330-002,FNH_V,330,002,Undergraduate,Waitlist,Introduction to Wine Science I,W2,199,1,79,200,200,80,Lecture,Multi-access Learning,Jay Martiniuk
FNH_V 330-L2A,FNH_V,330,L2A,Undergraduate,Closed,Introduction to Wine Science I,W2,25,0,0,25,25,0,Laboratory,In Person Learning,Jay Martiniuk
FNH_V 330-L2B,FNH_V,330,L2B,Undergraduate,Closed,Introduction to Wine Science I,W2,25,0,0,25,25,0,Laboratory,In Person Learning,Jay Martiniuk
FNH_V 330-L2C,FNH_V,330,L2C,Undergraduate,Closed,Introduction to Wine Science I,W2,25,0,0,25,25,0,Laboratory,In Person Learning,Jay Martiniuk
FNH_V 330-L2D,FNH_V,330,L2D,Undergraduate,Closed,Introduction to Wine Science I,W2,25,0,0,25,25,0,Laboratory,In Person Learning,Jay Martiniuk
FNH_V 330-L2E,FNH_V,330,L2E,Undergraduate,Closed,Introduction to Wine Science I,W2,25,0,0,25,25,0,Laboratory,In Person Learning,Jay Martiniuk
FNH_V 330-L2F,FNH_V,330,L2F,Undergraduate,Closed,Introduction to Wine Science I,W2,25,0,0,25,25,0,Laboratory,In Person Learning,Jay Martiniuk
FNH_V 330-L2G,FNH_V,330,L2G,Undergraduate,Open,Introduction to Wine Science I,W2,24,0,0,24,25,0,Laboratory,In Person Learning,Jay Martiniuk
FNH_V 330-L2H,FNH_V,330,L2H,Undergraduate,Closed,Introduction to Wine Science I,W2,25,0,0,25,25,0,Laboratory,In Person Learning,Jay Martiniuk
FNH_V 335-001,FNH_V,335,001,Undergraduate,Open,Introduction to Wine Science II,W2,27,0,0,27,30,0,Lecture,In Person Learning,Jay Martiniuk
FNH_V 335-L01,FNH_V,335,L01,Undergraduate,Open,Introduction to Wine Science II,W2,27,0,0,27,30,0,Laboratory,In Person Learning,Jay Martiniuk
FNH_V 335-PR1,FNH_V,335,PR1,Undergraduate,Preliminary,Introduction to Wine Science II,W2,0,0,0,0,0,0,Lecture,In Person Learning,
FNH_V 340-001,FNH_V,340,001,Undergraduate,Preliminary,Food Theory and Applications,W2,0,0,0,0,0,0,Lecture,In Person Learning,
FNH_V 340-002,FNH_V,340,002,Undergraduate,Open,Food Theory and Applications,W2,37,0,0,37,40,0,Lecture,In Person Learning,Anna Brisco
FNH_V 340-L01,FNH_V,340,L01,Undergraduate,Open,Food Theory and Applications,W2,18,0,0,18,20,0,Experiential,In Person Learning,"Anna Brisco

Gerry Kasten"
FNH_V 340-L02,FNH_V,340,L02,Undergraduate,Open,Food Theory and Applications,W2,19,0,0,19,20,0,Experiential,In Person Learning,"Anna Brisco

Gerry Kasten"
FNH_V 345-201,FNH_V,345,201,Undergraduate,Open,Counselling Skills in Dietetics,W2,36,0,0,36,40,0,Lecture,In Person Learning,
FNH_V 350-002,FNH_V,350,002,Undergraduate,Open,Fundamentals of Nutrition,W2,102,0,8,102,150,20,Lecture,In Person Learning,
FNH_V 351-002,FNH_V,351,002,Undergraduate,Open,"Vitamins, Minerals, and Health",W2,95,0,0,95,150,20,Lecture,In Person Learning,
FNH_V 351-IX2,FNH_V,351,IX2,Undergraduate,Open,"Vitamins, Minerals, and Health",W2,95,0,0,95,150,0,Independent Study,In Person Learning,
FNH_V 355-002,FNH_V,355,002,Undergraduate,Open,International Nutrition,W2,257,0,75,257,265,75,Lecture,Online Learning,Candice Rideout
FNH_V 371-002,FNH_V,371,002,Undergraduate,Open,Human Nutrition Over The Life Span,W2,159,0,16,159,205,25,Lecture,In Person Learning,Elizabeth Novak
FNH_V 375-201,FNH_V,375,201,Undergraduate,Open,Nutrition Care I,W2,35,0,0,35,40,0,Lecture,In Person Learning,Bruna Donatti Castro Falci
FNH_V 402-001,FNH_V,402,001,Undergraduate,Open,Functional Foods,W2,88,0,0,88,95,20,Lecture,In Person Learning,Jerzy Zawistowski
FNH_V 403-002,FNH_V,403,002,Undergraduate,Open,"Food Laws, Regulations and Quality Assurance",W2,84,0,3,84,85,25,Lecture,In Person Learning,Nancy Ross
FNH_V 403-D03,FNH_V,403,D03,Undergraduate,Open,"Food Laws, Regulations and Quality Assurance",W2,41,0,0,41,43,0,Discussion,In Person Learning,Nancy Ross
FNH_V 403-D04,FNH_V,403,D04,Undergraduate,Closed,"Food Laws, Regulations and Quality Assurance",W2,43,0,0,43,43,0,Discussion,In Person Learning,Nancy Ross
FNH_V 404-201,FNH_V,404,201,Undergraduate,Open,Food Safety and Quality Management,W2,44,0,0,44,50,0,Lecture,In Person Learning,Rebecca Robertson
FNH_V 419-001,FNH_V,419,001,Undergraduate,Preliminary,Interfacial Phenomena,W2,0,0,0,0,0,0,Lecture,In Person Learning,
FNH_V 451-002,FNH_V,451,002,Undergraduate,Open,Nutrient Metabolism and Implications for Health,W2,49,0,0,49,65,0,Research,In Person Learning,Yvonne Lamers
FNH_V 455-001,FNH_V,455,001,Undergraduate,Open,Applied International Nutrition,W2,47,0,0,47,71,0,Lecture,In Person Learning,Crystal Dawn Karakochuk
FNH_V 473-001,FNH_V,473,001,Undergraduate,Open,Applied Public Health Nutrition,W2,63,0,15,63,72,15,Lecture,In Person Learning,Gerry Kasten
FNH_V 474-002,FNH_V,474,002,Undergraduate,Open,Sport Nutrition,W2,53,0,0,53,80,0,Lecture,In Person Learning,David Wright
FNH_V 475-002,FNH_V,475,002,Undergraduate,Open,Nutrition Care III,W2,35,0,0,35,40,0,Lecture,In Person Learning,Bruna Donatti Castro Falci
FNH_V 477-001,FNH_V,477,001,Undergraduate,Open,Nutrition and Disease Prevention,W2,55,0,0,55,80,10,Lecture,In Person Learning,Barbara Stefanska
FNH_V 480-001,FNH_V,480,001,Undergraduate,Preliminary,Professional Dietetic Practice II,W2,0,0,0,0,0,0,Lecture,In Person Learning,
FNH_V 480-002,FNH_V,480,002,Undergraduate,Open,Professional Dietetic Practice II,W2,35,0,0,35,40,0,Lecture,In Person Learning,Anna Brisco
FNH_V 483-101,FNH_V,483,101,Undergraduate,Open,Dietetics Practice Education Placement IV,W2,35,0,0,35,40,0,Experiential,In Person Learning,"Gordon Ly

Kara Vogt

Tamar Kafka"
FNH_V 483-102,FNH_V,483,102,Undergraduate,Open,Dietetics Practice Education Placement IV,W2,0,0,0,0,40,0,Experiential,In Person Learning,"Gordon Ly

Kara Vogt

Tamar Kafka"
FNH_V 497-A_102,FNH_V,497,A_102,Undergraduate,Closed,"Directed Studies in Food, Nutrition and Health",W2,0,0,0,0,0,0,Independent Study,In Person Learning,David Wright
FNH_V 497-B_102,FNH_V,497,B_102,Undergraduate,Closed,"Directed Studies in Food, Nutrition and Health",W2,0,0,0,0,0,0,Independent Study,In Person Learning,David Wright
FNH_V 497-E_102,FNH_V,497,E_102,Undergraduate,Closed,"Directed Studies in Food, Nutrition and Health",W2,0,0,0,0,0,0,Independent Study,In Person Learning,David Wright
FNH_V 499-102,FNH_V,499,102,Undergraduate,Closed,Undergraduate Thesis,W2,0,0,0,0,0,0,Thesis,In Person Learning,David Wright
FOOD_V 500-002,FOOD_V,500,002,Graduate,Open,M.Sc. Seminar,W2,0,0,0,0,30,0,Seminar,In Person Learning,John Frostad
FOOD_V 511-DNU_002,FOOD_V,511,DNU_002,Graduate,Preliminary,Master of Food Science Workshops,W2,0,0,0,0,0,0,Workshop,In Person Learning,
FOOD_V 515-002,FOOD_V,515,002,Graduate,Open,Fundamentals of Agri-Food Business,W2,0,0,0,0,25,0,Lecture,In Person Learning,Ronald Wasik
FOOD_V 516-002,FOOD_V,516,002,Graduate,Open,Advanced Food Safety and Quality Management,W2,18,0,0,18,30,0,Lecture,In Person Learning,Alberto Mendoza
FOOD_V 519-001,FOOD_V,519,001,Graduate,Preliminary,Interfacial Phenomena,W2,0,0,0,0,0,0,Lecture,In Person Learning,
FOOD_V 520-002,FOOD_V,520,002,Graduate,Open,Advances in Food Analysis,W2,14,0,0,14,25,0,Lecture,In Person Learning,Tianxi Yang
FOOD_V 520-L01,FOOD_V,520,L01,Graduate,Open,Advances in Food Analysis,W2,14,0,0,14,25,0,Laboratory,In Person Learning,Tianxi Yang
FOOD_V 522-002,FOOD_V,522,002,Graduate,Open,Advances in Food Chemistry,W2,19,0,0,19,30,0,Lecture,In Person Learning,Derek Dee
FOOD_V 523-002,FOOD_V,523,002,Graduate,Open,Advances in Food Microbiology,W2,24,0,0,24,25,0,Lecture,In Person Learning,Leluo Guan
FOOD_V 523-L01,FOOD_V,523,L01,Graduate,Open,Advances in Food Microbiology,W2,24,0,0,24,25,0,Laboratory,In Person Learning,Leluo Guan
FOOD_V 524-002,FOOD_V,524,002,Graduate,Open,Advances in Food Processing,W2,6,0,0,6,30,0,Lecture,In Person Learning,"Anubhav Pratap-Singh

Farahnaz Fathordoobady"
FOOD_V 524-L01,FOOD_V,524,L01,Graduate,Closed,Advances in Food Processing,W2,5,0,0,5,0,0,Laboratory,In Person Learning,"Anubhav Pratap-Singh

Farahnaz Fathordoobady"
FOOD_V 524-L02,FOOD_V,524,L02,Graduate,Open,Advances in Food Processing,W2,1,0,0,1,15,0,Laboratory,In Person Learning,"Anubhav Pratap-Singh

Farahnaz Fathordoobady"
FOOD_V 527-A_002,FOOD_V,527,A_002,Graduate,Open,Special Topics in Food Science,W2,18,0,0,18,30,0,Lecture,In Person Learning,Alberto Mendoza
FOOD_V 529-002,FOOD_V,529,002,Graduate,Closed,Laboratory Methods in Sensory Evaluation,W2,16,0,0,16,0,0,Lecture,In Person Learning,Margaret Anne Cliff
FOOD_V 529-L02,FOOD_V,529,L02,Graduate,Closed,Laboratory Methods in Sensory Evaluation,W2,16,0,0,16,0,0,Laboratory,In Person Learning,Margaret Anne Cliff
FOOD_V 530-A_002,FOOD_V,530,A_002,Graduate,Closed,Directed Studies,W2,0,0,0,0,0,0,Independent Study,In Person Learning,
FOOD_V 530-B_002,FOOD_V,530,B_002,Graduate,Closed,Directed Studies,W2,0,0,0,0,0,0,Independent Study,In Person Learning,
FOOD_V 549-A_002,FOOD_V,549,A_002,Graduate,Open,Master's Thesis,W2,0,0,0,0,20,0,Thesis,In Person Learning,
FOOD_V 600-002,FOOD_V,600,002,Graduate,Open,Ph.D. Seminar,W2,0,0,0,0,30,0,Seminar,In Person Learning,John Frostad
FOOD_V 649-002,FOOD_V,649,002,Graduate,Open,Doctoral Dissertation,W2,0,0,0,0,20,0,Thesis,In Person Learning,
FRE_V 290-002,FRE_V,290,002,Undergraduate,Open,Introductory Topics in Food and Resource Economics,W2,12,0,0,12,30,0,Lecture,In Person Learning,
FRE_V 290-L01,FRE_V,290,L01,Undergraduate,Open,Introductory Topics in Food and Resource Economics,W2,12,0,0,12,30,0,Laboratory,In Person Learning,
FRE_V 302-001,FRE_V,302,001,Undergraduate,Open,Small Business Management in Agri-food Industries,W2,27,0,0,27,45,0,Lecture,In Person Learning,Kelleen Wiseman
FRE_V 302-201,FRE_V,302,201,Undergraduate,Open,Small Business Management in Agri-food Industries,W2,23,0,0,23,25,0,Lecture,Hybrid Learning,Jeffrey Carmichael
FRE_V 385-002,FRE_V,385,002,Undergraduate,Open,Quantitative Methods for Business and Resource Management,W2,16,0,0,16,40,0,Lecture,In Person Learning,Michael Johnson
FRE_V 385-L01,FRE_V,385,L01,Undergraduate,Open,Quantitative Methods for Business and Resource Management,W2,16,0,0,16,40,0,Laboratory,In Person Learning,Michael Johnson
FRE_V 420-002,FRE_V,420,002,Undergraduate,Open,The Economics of International Trade and the Environment,W2,15,0,0,15,50,0,Lecture,In Person Learning,Carol McAusland
FRE_V 460-001,FRE_V,460,001,Undergraduate,Open,Economics of Food Consumption,W2,18,0,0,18,30,0,Lecture,In Person Learning,Carol McAusland
FRE_V 474-001,FRE_V,474,001,Undergraduate,Open,Causal Inference in the Economics of Natural Resource Conservation,W2,7,0,0,7,30,0,Lecture,In Person Learning,Sumeet Gulati
FRE_V 474-L01,FRE_V,474,L01,Undergraduate,Open,Causal Inference in the Economics of Natural Resource Conservation,W2,7,0,0,7,30,0,Laboratory,In Person Learning,Sumeet Gulati
FRE_V 490-002,FRE_V,490,002,Undergraduate,Open,Current Issues in Food and Resource Economics,W2,13,0,0,13,30,0,Lecture,In Person Learning,Jonathan Proctor
FRE_V 490-L01,FRE_V,490,L01,Undergraduate,Open,Current Issues in Food and Resource Economics,W2,13,0,0,13,30,0,Laboratory,In Person Learning,Jonathan Proctor
FRE_V 500-002,FRE_V,500,002,Graduate,Open,MSc Seminar,W2,0,0,0,0,10,0,Seminar,In Person Learning,Frederik Noack
FRE_V 505-002,FRE_V,505,002,Graduate,Open,Agricultural and Resource Policy Analysis - Policy and Project Evaluation Tools,W2,2,0,0,2,45,0,Lecture,In Person Learning,Richard Barichello
FRE_V 515-002,FRE_V,515,002,Graduate,Open,Agribusiness Management,W2,7,0,0,7,45,0,Lecture,In Person Learning,Karen Taylor
FRE_V 517-002,FRE_V,517,002,Graduate,Open,Futures Trading in Agricultural Commodities,W2,4,0,0,4,40,0,Lecture,In Person Learning,Kelleen Wiseman
FRE_V 518-002,FRE_V,518,002,Graduate,Open,Survey Design and Data Analysis,W2,8,0,0,8,45,0,Lecture,In Person Learning,Timothy Silk
FRE_V 521-D_002,FRE_V,521,D_002,Graduate,Open,Topics in Food and Resource Economics,W2,0,0,0,0,45,0,Laboratory,In Person Learning,Amy Goldlist
FRE_V 521-D_L02,FRE_V,521,D_L02,Graduate,Open,Topics in Food and Resource Economics,W2,0,0,0,0,45,0,Laboratory,In Person Learning,Amy Goldlist
FRE_V 521-E_002,FRE_V,521,E_002,Graduate,Open,Topics in Food and Resource Economics,W2,0,0,0,0,45,0,Lecture,In Person Learning,Murray Fulton
FRE_V 521-E_LX1,FRE_V,521,E_LX1,Graduate,Open,Topics in Food and Resource Economics,W2,0,0,0,0,45,0,Laboratory,In Person Learning,Murray Fulton
FRE_V 521-F_002,FRE_V,521,F_002,Graduate,Preliminary,Topics in Food and Resource Economics,W2,0,0,0,0,0,0,Lecture,In Person Learning,
FRE_V 521-F_003,FRE_V,521,F_003,Graduate,Preliminary,Topics in Food and Resource Economics,W2,0,0,0,0,0,0,Laboratory,In Person Learning,
FRE_V 521-G_002,FRE_V,521,G_002,Graduate,Canceled,Topics in Food and Resource Economics,W2,0,0,0,0,45,0,Lecture,In Person Learning,
FRE_V 521-G_LX1,FRE_V,521,G_LX1,Graduate,Canceled,Topics in Food and Resource Economics,W2,0,0,0,0,45,0,Laboratory,In Person Learning,
FRE_V 523-002,FRE_V,523,002,Graduate,Open,Resource Economics I,W2,0,0,0,0,45,0,Lecture,In Person Learning,"Gordon Munro

Ussif Rashid Sumaila"
FRE_V 526-002,FRE_V,526,002,Graduate,Open,Environmental Economics and Policy: Theory,W2,7,0,0,7,50,0,Lecture,In Person Learning,Sumeet Gulati
FRE_V 527-002,FRE_V,527,002,Graduate,Open,Environmental Economics and Policy: Empirical Analysis,W2,5,0,0,5,45,0,Lecture,In Person Learning,Joséphine Gantois
FRE_V 529-002,FRE_V,529,002,Graduate,Open,Estimating Econometric Models,W2,2,0,0,2,45,0,Lecture,In Person Learning,Michael Johnson
FRE_V 530-002,FRE_V,530,002,Graduate,Closed,Econometrics with Time Series Data,W2,0,0,0,0,0,0,Lecture,In Person Learning,Kurt Niquidet
FRE_V 530-L02,FRE_V,530,L02,Graduate,Open,Econometrics with Time Series Data,W2,0,0,0,0,45,0,Laboratory,In Person Learning,Kurt Niquidet
FRE_V 531-002,FRE_V,531,002,Graduate,Open,Global Food and Resource Governance,W2,3,0,0,3,19,0,Lecture,In Person Learning,Matias Margulis
FRE_V 585-002,FRE_V,585,002,Graduate,Open,Quantitative Methods for Business and Natural Resource Management,W2,6,0,0,6,45,0,Lecture,In Person Learning,Michael Johnson
FRE_V 600-002,FRE_V,600,002,Graduate,Open,PhD Seminar,W2,0,0,0,0,10,0,Seminar,In Person Learning,Frederik Noack
GRS_V 290-A_103,GRS_V,290,A_103,Undergraduate,Open,Global Issues in Cultural Context,W2,3,0,0,3,5,0,Lecture,In Person Learning,Leslie Lavkulich
GRS_V 290-A_IX3,GRS_V,290,A_IX3,Undergraduate,Open,Global Issues in Cultural Context,W2,3,0,0,3,5,0,Independent Study,In Person Learning,
GRS_V 300-001,GRS_V,300,001,Undergraduate,Open,Global Water and Energy Nexus,W2,0,0,0,0,20,0,Lecture,In Person Learning,Leslie Lavkulich
GRS_V 390-A_103,GRS_V,390,A_103,Undergraduate,Open,Global Issues in Cultural Context,W2,4,0,0,4,10,0,Lecture,In Person Learning,Leslie Lavkulich
GRS_V 390-A_IX3,GRS_V,390,A_IX3,Undergraduate,Open,Global Issues in Cultural Context,W2,4,0,0,4,10,0,Independent Study,In Person Learning,
